"date","no2","o3","so2","rh","co","pm2p5","pm10","datetime"
"2/3/2024 6:15:00 PM",55.415,0,43.434,57.832,0.066,1.954,21.275,2024-02-03 18:15:00
"3/4/2024 8:35:00 PM",52.212,0,39.459,66.332,0.166,1.25,4.491,2024-03-04 20:35:00
"3/1/2024 6:25:00 AM",42.342,0,27.293,65.609,0.162,7.038,38.769,2024-03-01 06:25:00
"2/11/2024 5:30:00 AM",38.409,0,14.655,64.423,0,1.472,4.368,2024-02-11 05:30:00
"3/12/2024 11:50:00 AM",32.707,0,0,36.669,0,3.677,51.074,2024-03-12 11:50:00
"3/1/2024 9:05:00 PM",45.782,0,22.435,62.471,0.015,1.274,12.329,2024-03-01 21:05:00
"2/10/2024 4:10:00 AM",39.696,0,16.706,65.251,0,1.874,7.362,2024-02-10 04:10:00
"3/7/2024 8:35:00 AM",20.974,0,0,53.967,0,0.827,9.541,2024-03-07 08:35:00
"2/2/2024 10:25:00 PM",35.067,0,0.286,58.981,0,1.064,6.79,2024-02-02 22:25:00
"3/3/2024 3:40:00 PM",36.173,0,0,39.046,0.042,1.735,16.642,2024-03-03 15:40:00
"3/8/2024 2:10:00 AM",34.155,0,0,63.244,0,0.99,4.575,2024-03-08 02:10:00
"2/12/2024 1:45:00 AM",34.574,0,13.655,64.482,0,2.525,8.79,2024-02-12 01:45:00
"2/23/2024 3:45:00 PM",47.029,0,9.573,49.629,0.035,6.378,70.067,2024-02-23 15:45:00
"3/7/2024 9:15:00 AM",36.973,0,1.258,55.38,0,0.692,8.387,2024-03-07 09:15:00
"1/9/2024 11:50:00 PM",45.116,0,10.93,62.722,0.002,2.724,21.678,2024-01-09 23:50:00
"2/23/2024 2:20:00 PM",64.604,0,56.247,52.962,0.115,2.847,37.508,2024-02-23 14:20:00
"3/14/2024 8:30:00 PM",58.776,0,63.668,60.71,0.332,11.705,109.174,2024-03-14 20:30:00
"3/22/2024 4:25:00 AM",39.458,0,1.292,62.123,0,2.099,18.319,2024-03-22 04:25:00
"2/23/2024 11:30:00 PM",37.597,0,28.18,64.98,0.102,12.326,135.679,2024-02-23 23:30:00
"2/13/2024 12:55:00 PM",21.811,0,0,39.76,0.002,1.003,8.941,2024-02-13 12:55:00
"3/8/2024 7:25:00 AM",41.725,0,12.249,62.178,0,1.247,14.985,2024-03-08 07:25:00
"2/6/2024 12:45:00 AM",40.571,0,10.26,65.326,0.001,2.569,15.295,2024-02-06 00:45:00
"2/13/2024 1:40:00 AM",39.242,0,27.098,64.125,0.019,3.565,14.459,2024-02-13 01:40:00
"3/1/2024 6:35:00 PM",36.772,0,20.503,56.464,0.01,1.255,9.9,2024-03-01 18:35:00
"3/2/2024 11:30:00 PM",39.381,0,15.537,63.464,0,2.19,21.534,2024-03-02 23:30:00
"3/11/2024 5:30:00 PM",48.128,0,24.466,47.179,0.011,3.952,34.12,2024-03-11 17:30:00
"3/19/2024 5:10:00 AM",39.804,0,21.786,66.421,0,8.493,58.655,2024-03-19 05:10:00
"3/28/2024 1:45:00 AM",39.322,0,19.869,60.462,0,7.894,129.196,2024-03-28 01:45:00
"2/10/2024 12:50:00 AM",38.459,0,7.965,62.383,0,1.643,4.969,2024-02-10 00:50:00
"3/14/2024 1:25:00 PM",32.948,0.262,0,37.819,0.011,3.58,43.158,2024-03-14 13:25:00
"3/22/2024 12:55:00 AM",32.455,0,0,62.857,0,0.801,4.039,2024-03-22 00:55:00
"3/21/2024 2:05:00 PM",33.155,0,0,44.528,0.015,2.182,26.964,2024-03-21 14:05:00
"2/11/2024 12:35:00 PM",29.569,2.06,0,36.258,0.002,1.014,6.537,2024-02-11 12:35:00
"12/20/2023 8:25:00 AM",17.284,0,0,47.19,0,1.789,14.297,2023-12-20 08:25:00
"2/5/2024 6:50:00 AM",45.298,0,43.973,65.664,0.214,9.226,37.438,2024-02-05 06:50:00
"3/28/2024 4:30:00 AM",38.732,0,23.707,59.993,0,21.93,229.723,2024-03-28 04:30:00
"2/11/2024 5:05:00 AM",37.851,0,14.581,64.454,0,1.364,3.637,2024-02-11 05:05:00
"3/18/2024 4:55:00 PM",41.383,0,1.699,44.944,0.028,3.023,37.72,2024-03-18 16:55:00
"3/6/2024 4:15:00 PM",32.558,0,0,58.995,0,2.173,23.508,2024-03-06 16:15:00
"3/4/2024 7:40:00 AM",46.062,0,34.451,62.35,0.168,6.116,60.33,2024-03-04 07:40:00
"3/8/2024 6:30:00 AM",41.378,0,14.135,62.683,0,1.036,13.555,2024-03-08 06:30:00
"3/6/2024 11:40:00 AM",39.948,0,12.294,54.107,0,0.838,10.823,2024-03-06 11:40:00
"3/18/2024 3:15:00 PM",42.467,0,6.888,46.891,0.08,2.209,26.486,2024-03-18 15:15:00
"3/1/2024 11:55:00 AM",21.224,0,0,45.684,0.058,4.073,16.059,2024-03-01 11:55:00
"3/6/2024 8:55:00 AM",33.022,0,0,56.06,0,0.992,7.759,2024-03-06 08:55:00
"2/10/2024 3:05:00 PM",13.239,0,0,36.924,0,5.852,147.735,2024-02-10 15:05:00
"3/5/2024 4:35:00 AM",35.434,0,5.858,64.804,0,1.135,3.18,2024-03-05 04:35:00
"2/28/2024 2:25:00 AM",42.116,0,22.058,66.814,0.037,10.039,79.005,2024-02-28 02:25:00
"3/7/2024 5:05:00 AM",37.87,0,28.728,61.187,0.01,0.582,1.994,2024-03-07 05:05:00
"1/11/2024 7:40:00 AM",22.151,0,0,59.604,0,1.725,16.139,2024-01-11 07:40:00
"2/6/2024 1:45:00 PM",32.744,3.326,0,36.664,0.017,2.076,15.613,2024-02-06 13:45:00
"2/5/2024 7:05:00 AM",47.128,0,52.443,65.58,0.316,10.164,54.405,2024-02-05 07:05:00
"3/25/2024 12:30:00 PM",46.915,0,14.783,48.895,0.042,2.859,21.438,2024-03-25 12:30:00
"2/11/2024 2:40:00 AM",37.509,0,10.147,64.581,0,1.674,7.131,2024-02-11 02:40:00
"3/5/2024 12:00:00 PM",35.371,0,0,53.857,0,2.065,18.224,2024-03-05 12:00:00
"2/1/2024 7:05:00 PM",36.534,0,2.075,61.182,0.097,1.288,11.139,2024-02-01 19:05:00
"3/3/2024 4:35:00 AM",39.131,0,8.134,61.169,0,1.435,8.258,2024-03-03 04:35:00
"3/19/2024 12:15:00 PM",18.661,0,0,48.873,0,2.003,19.423,2024-03-19 12:15:00
"2/23/2024 2:15:00 PM",70.631,0,63.022,52.792,0.116,2.157,24.063,2024-02-23 14:15:00
"3/2/2024 7:05:00 PM",45.682,0,37.785,57.293,0.01,2.249,16.42,2024-03-02 19:05:00
"2/1/2024 11:00:00 PM",36.187,0,0,61.031,0,2.1,12.941,2024-02-01 23:00:00
"3/8/2024 10:05:00 AM",32.594,0,0,59.964,0,1.062,7.771,2024-03-08 10:05:00
"3/9/2024 1:50:00 PM",33.11,0,0,45.977,0,1.217,11.364,2024-03-09 13:50:00
"3/14/2024 10:55:00 PM",50.247,0,39.199,63.94,0.155,21.783,194.51,2024-03-14 22:55:00
"3/8/2024 4:45:00 AM",39.187,0,2.509,62.626,0,1.088,6.842,2024-03-08 04:45:00
"2/3/2024 10:55:00 PM",40.072,0,23.627,63.323,0.155,1.828,13.97,2024-02-03 22:55:00
"3/25/2024 4:10:00 PM",47.379,0,8.06,47.951,0.186,5.917,49.917,2024-03-25 16:10:00
"3/19/2024 1:10:00 PM",34.87,0,0,45.61,0,3.401,31.255,2024-03-19 13:10:00
"2/13/2024 2:20:00 PM",24.336,0,0,38.079,0,1.199,10.778,2024-02-13 14:20:00
"3/11/2024 11:05:00 PM",41.173,0,8.635,61.472,0,2.82,20.511,2024-03-11 23:05:00
"3/11/2024 4:25:00 PM",78.935,0,73.73,44.209,0.103,4.01,51.869,2024-03-11 16:25:00
"3/14/2024 11:40:00 AM",22.243,0,0,40.964,0,4.387,57.479,2024-03-14 11:40:00
"3/9/2024 11:00:00 AM",41.21,0,3.549,55.138,0.01,1.456,10.632,2024-03-09 11:00:00
"3/1/2024 4:45:00 AM",41.185,0,24.38,65.41,0.178,16.769,171.92,2024-03-01 04:45:00
"2/12/2024 1:50:00 AM",36.237,0,15.209,64.595,0,2.337,10.11,2024-02-12 01:50:00
"2/29/2024 1:00:00 AM",39.159,0,9.227,64.788,0,2.167,8.303,2024-02-29 01:00:00
"1/10/2024 5:45:00 PM",43.827,0,25.478,36.427,0.217,1.845,21.849,2024-01-10 17:45:00
"1/11/2024 8:25:00 AM",15.78,0,0,52.092,0,1.625,16.599,2024-01-11 08:25:00
"3/3/2024 11:25:00 PM",40.449,0,19.792,64.796,0.009,6.736,90.21,2024-03-03 23:25:00
"3/18/2024 12:45:00 PM",33.54,0,0,48.368,0,1.419,13.101,2024-03-18 12:45:00
"3/1/2024 6:40:00 PM",42.571,0,33.19,57.098,0.033,1.29,13.666,2024-03-01 18:40:00
"2/27/2024 10:25:00 PM",50.189,0,28.709,67.565,0.297,3.749,26.226,2024-02-27 22:25:00
"3/27/2024 9:05:00 PM",48.201,0,33.548,60.472,0.013,3.457,25.223,2024-03-27 21:05:00
"3/9/2024 6:10:00 AM",38.817,0,3.957,66.896,0,1.12,9.155,2024-03-09 06:10:00
"1/11/2024 5:20:00 AM",41.296,0,33.26,64.847,0.094,69.594,618.906,2024-01-11 05:20:00
"2/1/2024 12:00:00 AM",39.001,0,2.295,62.234,0,1.349,6.457,2024-02-01
"2/28/2024 6:25:00 AM",40.245,0,31.376,66.375,0.095,10.245,71.252,2024-02-28 06:25:00
"3/19/2024 2:05:00 PM",56.904,0,25.903,46.016,0.047,2.391,23.436,2024-03-19 14:05:00
"2/11/2024 4:00:00 AM",36.804,0,11.546,64.828,0,1.684,6.162,2024-02-11 04:00:00
"3/5/2024 2:40:00 AM",35.283,0,4.474,64.364,0,1.028,3.894,2024-03-05 02:40:00
"2/28/2024 7:35:00 PM",45.842,0,17.344,63.23,0.073,1.494,5.932,2024-02-28 19:35:00
"3/4/2024 8:55:00 PM",46.003,0,26.334,66.702,0.064,1.831,10.947,2024-03-04 20:55:00
"2/10/2024 8:45:00 AM",10.168,0,0,44.728,0,1.564,11.76,2024-02-10 08:45:00
"12/21/2023 1:10:00 AM",37.566,0,1.193,58.963,0,2.326,17.672,2023-12-21 01:10:00
"3/7/2024 11:25:00 PM",39.371,0,11.225,62.467,0,0.775,4.092,2024-03-07 23:25:00
"3/27/2024 7:35:00 AM",46.465,0,54.452,61.268,0.398,9.039,93.557,2024-03-27 07:35:00
"3/12/2024 7:25:00 PM",64.885,0,79.937,57.093,0.19,4.71,39.278,2024-03-12 19:25:00
"3/18/2024 11:00:00 AM",23.793,0,0,50.841,0.107,2.494,21.482,2024-03-18 11:00:00
"2/12/2024 8:45:00 PM",52.63,0,60.035,59.363,0.21,4.999,41.568,2024-02-12 20:45:00
"2/24/2024 8:45:00 AM",3.609,0,0,48.914,0,1.766,10.85,2024-02-24 08:45:00
"12/19/2023 4:15:00 PM",34.003,0,2.379,36.831,0.021,4.146,48.594,2023-12-19 16:15:00
"2/2/2024 1:20:00 AM",39.308,0,0,61.323,0,1.628,6.758,2024-02-02 01:20:00
"2/6/2024 3:25:00 AM",42.679,0,19.944,66.339,0,5.292,22.555,2024-02-06 03:25:00
"3/5/2024 1:40:00 PM",35.932,0,0,49.839,0,1.84,14.001,2024-03-05 13:40:00
"2/28/2024 8:10:00 AM",39.576,0,20.971,62.312,0.18,4.016,31.457,2024-02-28 08:10:00
"3/5/2024 12:20:00 AM",45.049,0,18.113,65.901,0,2.255,17.452,2024-03-05 00:20:00
"2/6/2024 2:00:00 AM",38.651,0,12.543,65.391,0,6.16,56.953,2024-02-06 02:00:00
"2/11/2024 3:40:00 AM",36.926,0,11.699,64.594,0,1.34,5.167,2024-02-11 03:40:00
"2/7/2024 10:30:00 PM",48.706,0,30.622,63.116,0.07,3.945,34.472,2024-02-07 22:30:00
"2/28/2024 11:00:00 PM",43.976,0,16.004,64.598,0,2.986,15.493,2024-02-28 23:00:00
"3/7/2024 8:40:00 PM",41.769,0,15.459,63.173,0,8.161,202.139,2024-03-07 20:40:00
"2/7/2024 11:55:00 PM",51.653,0,35.75,66.137,0.083,10.855,106.067,2024-02-07 23:55:00
"2/12/2024 12:05:00 AM",38.812,0,16.288,65.16,0,2.249,9.469,2024-02-12 00:05:00
"3/8/2024 3:20:00 AM",37.966,0,1.422,63.046,0,1.084,6.17,2024-03-08 03:20:00
"3/4/2024 6:55:00 AM",42.975,0,32.159,64.986,0.039,5.692,63.484,2024-03-04 06:55:00
"2/4/2024 10:50:00 AM",24.207,2.617,0,39.299,0.006,1.564,9.019,2024-02-04 10:50:00
"3/13/2024 8:00:00 PM",70.231,0,86.416,59.213,0.252,6.54,38.08,2024-03-13 20:00:00
"2/3/2024 5:20:00 PM",57.343,0,54.098,54.313,0.164,3.308,29.994,2024-02-03 17:20:00
"3/28/2024 4:40:00 AM",37.826,0,16.315,59.702,0,7.677,58.045,2024-03-28 04:40:00
"2/12/2024 7:40:00 AM",21.341,0,0,58.867,0,2.315,10.469,2024-02-12 07:40:00
"3/6/2024 12:10:00 PM",40.335,0,5.056,52.897,0,2.295,25.609,2024-03-06 12:10:00
"2/1/2024 8:15:00 PM",44.255,0,17.726,62.867,0.028,1.394,12.191,2024-02-01 20:15:00
"3/3/2024 1:20:00 PM",28.151,0,0,38.87,0.005,0.914,9.357,2024-03-03 13:20:00
"3/2/2024 2:55:00 AM",40.251,0,7.742,62.453,0,4.206,25.459,2024-03-02 02:55:00
"2/12/2024 11:10:00 AM",36.378,0,14.999,44.382,0,0.881,6.218,2024-02-12 11:10:00
"2/3/2024 10:25:00 PM",39.815,0,18.449,63.012,0.034,1.864,12.159,2024-02-03 22:25:00
"3/3/2024 6:20:00 PM",94.877,0,137.814,43.144,0.277,5.062,65.578,2024-03-03 18:20:00
"2/11/2024 2:45:00 PM",18.912,1.023,0,34.36,0,0.866,5.549,2024-02-11 14:45:00
"1/10/2024 2:35:00 AM",36.612,0,7.073,63.271,0,1.215,6.442,2024-01-10 02:35:00
"3/4/2024 11:10:00 AM",18.18,0,0,41.022,0,1.894,18.554,2024-03-04 11:10:00
"2/13/2024 1:20:00 AM",39.511,0,28.052,63.903,0.029,3.909,20.729,2024-02-13 01:20:00
"1/11/2024 2:45:00 AM",42.638,0,10.903,62.716,0,1.634,5.643,2024-01-11 02:45:00
"2/29/2024 7:50:00 PM",64.479,0,92.195,63.642,0.6,7.84,83.256,2024-02-29 19:50:00
"3/25/2024 4:55:00 PM",64.251,0,46.239,51.21,0.207,7.04,68.617,2024-03-25 16:55:00
"3/15/2024 1:55:00 AM",38.825,0,23.823,65.125,0.114,32.666,364.23,2024-03-15 01:55:00
"3/14/2024 7:25:00 PM",79.558,0,126.984,58.101,0.513,11.601,127.711,2024-03-14 19:25:00
"3/4/2024 2:35:00 PM",25.442,0,0,35.678,0,1.622,17.113,2024-03-04 14:35:00
"3/26/2024 1:15:00 AM",35.876,0,0,61.676,0,1.159,5.007,2024-03-26 01:15:00
"3/10/2024 6:30:00 AM",40.478,0,26.28,66.123,0.046,3.496,16.591,2024-03-10 06:30:00
"2/10/2024 11:00:00 AM",32.995,0,23.468,42.971,0,1.163,8.948,2024-02-10 11:00:00
"12/19/2023 3:05:00 AM",37.253,0,3.08,61.085,0,3.111,16.203,2023-12-19 03:05:00
"3/11/2024 3:10:00 PM",47.093,0,18.096,40.932,0.051,2.375,26.696,2024-03-11 15:10:00
"3/13/2024 8:25:00 AM",30.422,0,0,53.032,0,2.756,20.193,2024-03-13 08:25:00
"2/12/2024 2:40:00 PM",31.201,0,0,39.995,0,0.835,8.546,2024-02-12 14:40:00
"3/3/2024 11:10:00 PM",40.537,0,23.554,64.678,0.141,2.864,23.766,2024-03-03 23:10:00
"3/2/2024 10:30:00 PM",39.171,0,19.955,63.987,0.036,4.567,40.644,2024-03-02 22:30:00
"12/19/2023 6:00:00 AM",39.779,0,21.551,61.81,0,2.639,31.783,2023-12-19 06:00:00
"2/10/2024 8:20:00 AM",0,0,0,46.883,0,1.793,14.428,2024-02-10 08:20:00
"3/28/2024 9:10:00 AM",0,0,0,44.27,0,4.361,42.995,2024-03-28 09:10:00
"2/28/2024 3:35:00 PM",33.197,0,0,39.881,0.083,1.943,22.587,2024-02-28 15:35:00
"3/5/2024 5:45:00 PM",53.92,0,41.241,65.73,0.183,4.271,43.532,2024-03-05 17:45:00
"2/2/2024 4:35:00 PM",42.249,0,19.583,45.718,0,2.181,13.228,2024-02-02 16:35:00
"3/26/2024 8:05:00 PM",39.859,0,7.125,60.252,0,0.655,4.893,2024-03-26 20:05:00
"3/3/2024 9:30:00 PM",53.694,0,53.852,63.615,0.34,10.831,131.839,2024-03-03 21:30:00
"2/6/2024 7:50:00 PM",56.116,0,50.682,57.58,0.282,5.033,76.224,2024-02-06 19:50:00
"3/2/2024 8:00:00 PM",44.695,0,31.549,60.862,0,1.64,8.786,2024-03-02 20:00:00
"3/5/2024 10:30:00 AM",30.935,0,0,59.046,0.2,0.822,3.465,2024-03-05 10:30:00
"2/8/2024 3:05:00 AM",33.102,0,0,64.476,0,1.519,5.021,2024-02-08 03:05:00
"2/10/2024 3:10:00 AM",39.516,0,19.969,64.46,0,3.571,30.994,2024-02-10 03:10:00
"3/27/2024 3:30:00 AM",47.293,0,29.35,61.133,0,23.057,273.957,2024-03-27 03:30:00
"2/7/2024 2:50:00 PM",17.249,0,0,34.038,0,1.879,13.782,2024-02-07 14:50:00
"3/9/2024 1:45:00 AM",42.287,0,16.19,67.958,0,1.008,11.013,2024-03-09 01:45:00
"3/8/2024 11:30:00 PM",40.454,0,29.149,64.743,0.092,1.61,12.808,2024-03-08 23:30:00
"12/20/2023 6:55:00 PM",48.359,0,38.811,49.772,0.004,2.025,13.477,2023-12-20 18:55:00
"2/24/2024 4:30:00 PM",61.433,0,68.387,55.539,0.182,8.094,80.758,2024-02-24 16:30:00
"3/8/2024 9:20:00 PM",42.951,0,20.208,64.081,0.039,1.48,9.911,2024-03-08 21:20:00
"3/25/2024 2:20:00 PM",58.936,0,51.33,49.036,0.412,3.467,24.043,2024-03-25 14:20:00
"2/29/2024 7:55:00 PM",65.393,0,94.117,63.864,0.433,5.437,39.849,2024-02-29 19:55:00
"3/9/2024 3:20:00 PM",40.017,0,12.303,47.625,0.115,1.283,13.444,2024-03-09 15:20:00
"3/2/2024 7:25:00 AM",37.773,0,5.378,61.133,0,1.21,9.696,2024-03-02 07:25:00
"12/20/2023 2:05:00 AM",37.401,0,8.921,61.422,0,3.012,16.106,2023-12-20 02:05:00
"3/12/2024 3:10:00 AM",51.076,0,30.194,64.956,0,17.158,138.905,2024-03-12 03:10:00
"12/18/2023 11:05:00 AM",40.149,0,12.355,38.611,0.108,2.102,23.4,2023-12-18 11:05:00
"2/4/2024 11:10:00 AM",30.746,2.341,0,39.547,0.036,1.317,9.088,2024-02-04 11:10:00
"3/4/2024 12:40:00 PM",12.696,0,0,36.348,0,1.004,8.476,2024-03-04 12:40:00
"3/18/2024 10:00:00 PM",46.406,0,31.484,65.984,0.072,7.898,90.207,2024-03-18 22:00:00
"2/4/2024 5:10:00 AM",37.993,0,3.212,63.83,0,1.579,9.105,2024-02-04 05:10:00
"2/7/2024 6:40:00 AM",43.621,0,31.753,64.755,0.166,9.271,70.368,2024-02-07 06:40:00
"2/23/2024 6:05:00 PM",45.498,0,13.79,48.595,0.054,2.809,28.956,2024-02-23 18:05:00
"3/12/2024 11:20:00 AM",39.008,0,7.773,37.339,0,1.88,13.928,2024-03-12 11:20:00
"2/1/2024 5:25:00 PM",53.937,0,36.016,64.27,0.071,6.499,60.913,2024-02-01 17:25:00
"3/6/2024 11:05:00 AM",37.266,0,1.898,53.566,0,0.555,5.534,2024-03-06 11:05:00
"3/7/2024 6:45:00 PM",46.294,0,26.59,60.135,0.084,1.964,20.143,2024-03-07 18:45:00
"2/3/2024 2:45:00 PM",59.573,0,59.284,41.902,0.003,2.988,45.861,2024-02-03 14:45:00
"2/5/2024 10:50:00 PM",39.959,0,0,62.657,0.023,2.665,21.134,2024-02-05 22:50:00
"3/27/2024 2:55:00 AM",43.627,0,19.765,60.753,0,2.659,16.391,2024-03-27 02:55:00
"2/2/2024 8:35:00 PM",38.521,0,10.369,59.415,0,1.034,8.126,2024-02-02 20:35:00
"3/2/2024 9:40:00 AM",44.851,0,6.452,51.553,0,0.964,5.919,2024-03-02 09:40:00
"2/13/2024 1:45:00 AM",38.202,0,25.267,64.049,0.011,3.721,15.725,2024-02-13 01:45:00
"3/11/2024 4:15:00 PM",50.232,0,28.246,42.295,0,3.341,36.02,2024-03-11 16:15:00
"2/13/2024 2:45:00 AM",40.05,0,26.864,64.572,0.004,3.15,13.985,2024-02-13 02:45:00
"2/28/2024 3:25:00 AM",42.282,0,22.829,67.096,0.032,12.678,77.53,2024-02-28 03:25:00
"3/28/2024 10:10:00 AM",5.916,0,0,35.509,0,1.525,14.172,2024-03-28 10:10:00
"2/21/2024 6:15:00 PM",39.952,0,13.415,58.943,0,0.863,4.262,2024-02-21 18:15:00
"2/1/2024 3:55:00 PM",74.255,0,74.052,61.694,0.141,3.867,23.483,2024-02-01 15:55:00
"3/7/2024 1:05:00 PM",38.907,0,0,50.139,0,0.542,5.254,2024-03-07 13:05:00
"2/12/2024 7:45:00 AM",46.518,0,68.613,57.557,0,2.148,10.007,2024-02-12 07:45:00
"2/3/2024 12:45:00 PM",34.081,0,0,42.412,0,0.773,4.03,2024-02-03 12:45:00
"2/8/2024 12:05:00 AM",54.81,0,41.761,66.722,0.105,9.871,70.079,2024-02-08 00:05:00
"3/2/2024 5:30:00 PM",54.004,0,69.874,48.549,0.064,7.169,64.948,2024-03-02 17:30:00
"3/15/2024 2:50:00 AM",39.393,0,27.187,65.257,0.054,50.297,648.302,2024-03-15 02:50:00
"3/6/2024 11:00:00 PM",39.655,0,11.566,61.797,0,0.866,5.07,2024-03-06 23:00:00
"3/21/2024 7:10:00 PM",54.047,0,39.842,64.607,0.13,2.471,15.986,2024-03-21 19:10:00
"3/27/2024 10:35:00 PM",36.701,0,4.526,59.353,0,2.198,14.355,2024-03-27 22:35:00
"3/6/2024 11:20:00 PM",38.273,0,8.808,61.625,0,1.043,8.074,2024-03-06 23:20:00
"3/15/2024 2:35:00 AM",37.564,0,25.154,65.17,0.134,40.608,316.756,2024-03-15 02:35:00
"3/11/2024 7:55:00 PM",49.585,0,31.715,58.719,0.005,1.951,13.861,2024-03-11 19:55:00
"2/12/2024 3:50:00 AM",34.693,0,14.503,63.77,0,2.727,9.949,2024-02-12 03:50:00
"3/28/2024 5:50:00 AM",40.479,0,29.718,60.19,0,13.407,102.275,2024-03-28 05:50:00
"2/11/2024 12:15:00 AM",40.748,0,10.159,62.029,0,5.453,74.633,2024-02-11 00:15:00
"2/13/2024 2:15:00 AM",38.713,0,25.473,64.315,0.022,3.93,18.402,2024-02-13 02:15:00
"12/20/2023 7:20:00 PM",50.459,0,41.55,52.361,0.008,1.905,13.518,2023-12-20 19:20:00
"3/10/2024 2:40:00 AM",40.275,0,24.816,66.913,0.03,3.073,14.124,2024-03-10 02:40:00
"2/11/2024 9:20:00 AM",14.199,0,0,39.221,0,1.285,5.931,2024-02-11 09:20:00
"3/13/2024 6:15:00 PM",123.032,0,200.09,42.188,0.368,11.171,108.533,2024-03-13 18:15:00
"3/18/2024 2:55:00 PM",42.733,0,0,45.222,0.005,2.625,26.731,2024-03-18 14:55:00
"12/18/2023 10:20:00 PM",42.735,0,14.299,61.114,0,8.904,79.382,2023-12-18 22:20:00
"2/3/2024 3:10:00 PM",41.235,0,21.053,43.718,0.097,1.235,11.966,2024-02-03 15:10:00
"3/28/2024 7:20:00 PM",66.694,0,83.578,55.858,0.344,5.942,48.459,2024-03-28 19:20:00
"2/5/2024 5:45:00 PM",93.917,0,133.202,65.711,0.502,6.894,55.792,2024-02-05 17:45:00
"3/26/2024 8:00:00 PM",43.656,0,16.25,60.533,0,4.16,63.219,2024-03-26 20:00:00
"1/10/2024 2:55:00 AM",41.075,0,16.853,63.844,0,2.435,16.363,2024-01-10 02:55:00
"3/10/2024 3:15:00 AM",44.246,0,25.438,66.959,0.056,4.139,14.268,2024-03-10 03:15:00
"3/4/2024 4:45:00 AM",43.037,0,19.46,65.735,0,1.651,7.705,2024-03-04 04:45:00
"3/14/2024 9:10:00 AM",28.76,0,0,57.22,0,3.561,42.426,2024-03-14 09:10:00
"2/29/2024 6:50:00 AM",51.43,0,38.678,66.881,0.09,2.012,16.192,2024-02-29 06:50:00
"3/13/2024 5:20:00 PM",32.596,0,0,30.884,0.142,8.636,93.086,2024-03-13 17:20:00
"3/19/2024 5:40:00 AM",39.939,0,17.264,66.725,0,2.532,11.373,2024-03-19 05:40:00
"3/26/2024 8:55:00 PM",37.611,0,0,59.884,0,0.843,4.142,2024-03-26 20:55:00
"3/13/2024 7:35:00 PM",68.463,0,93.13,56.451,0.318,11.037,84.16,2024-03-13 19:35:00
"2/6/2024 11:30:00 PM",35.658,0,0,63.03,0,2.253,10.855,2024-02-06 23:30:00
"2/1/2024 6:40:00 PM",28.123,0,0,60.603,0,1.195,10.007,2024-02-01 18:40:00
"12/20/2023 8:45:00 AM",0,0,3.099,45.489,0,2.204,24.628,2023-12-20 08:45:00
"3/14/2024 10:25:00 AM",7.537,0,0,44.96,0,2.753,21.33,2024-03-14 10:25:00
"12/15/2023 7:45:00 PM",64.893,0,73.974,56.868,0.496,26.042,293.167,2023-12-15 19:45:00
"2/7/2024 7:30:00 PM",105.747,0,163.571,62.714,0.465,3.514,16.986,2024-02-07 19:30:00
"3/5/2024 9:50:00 PM",37.285,0,0,63.072,0,0.476,3.136,2024-03-05 21:50:00
"3/9/2024 8:25:00 AM",0,0,67.283,62.517,0,2.037,18.888,2024-03-09 08:25:00
"12/18/2023 4:20:00 PM",41.588,0,23.904,42.791,0.071,3.936,43.567,2023-12-18 16:20:00
"2/6/2024 5:55:00 AM",41.849,0,22.555,64.659,0.004,11.996,79.056,2024-02-06 05:55:00
"3/5/2024 8:20:00 AM",37.126,0,2.495,64.264,0,0.501,3.288,2024-03-05 08:20:00
"2/6/2024 6:40:00 AM",42.064,0,24.386,64.755,0.033,5.184,28.362,2024-02-06 06:40:00
"2/7/2024 9:00:00 AM",7.362,0,0,45.53,0,2.484,22.671,2024-02-07 09:00:00
"2/3/2024 5:50:00 AM",40.018,0,24.453,62.98,0,3.247,11.036,2024-02-03 05:50:00
"3/28/2024 5:10:00 AM",39.659,0,31.535,59.983,0,26.189,222.394,2024-03-28 05:10:00
"3/13/2024 9:15:00 PM",53.203,0,49.241,63.552,0.138,4.328,29.509,2024-03-13 21:15:00
"2/10/2024 1:55:00 PM",37.721,0,0,42.409,0,1.196,6.19,2024-02-10 13:55:00
"2/23/2024 2:45:00 PM",62.174,0,48.942,54.252,0.078,2.91,36.067,2024-02-23 14:45:00
"2/8/2024 2:35:00 AM",34.008,0,0,65.258,0,1.933,8.137,2024-02-08 02:35:00
"2/11/2024 11:40:00 AM",38.1,0,7.783,37.437,0,0.759,4.215,2024-02-11 11:40:00
"2/12/2024 2:10:00 PM",22.665,0,0,40.211,0,0.827,6.352,2024-02-12 14:10:00
"3/3/2024 6:35:00 PM",104.808,0,147.215,46.175,0.389,6.934,95.953,2024-03-03 18:35:00
"2/6/2024 5:05:00 AM",42.113,0,23.832,64.756,0.013,12.574,89.642,2024-02-06 05:05:00
"12/20/2023 12:50:00 AM",40.535,0,16.332,61.062,0,3.238,18.91,2023-12-20 00:50:00
"2/28/2024 12:40:00 AM",45.59,0,28.077,66.948,0.053,5.985,51.792,2024-02-28 00:40:00
"3/7/2024 3:05:00 AM",36.716,0,4.991,61.112,0,0.728,4.736,2024-03-07 03:05:00
