"date","no2","o3","so2","rh","co","pm2p5","pm10","datetime"
"4/21/2024 4:30:00 AM",40.168,0,9.558,60.03,0,1.904,12.224,2024-04-21 04:30:00
"4/21/2024 4:35:00 AM",39.32,0,11.981,60.15,0,2.336,21.827,2024-04-21 04:35:00
"4/21/2024 4:40:00 AM",38.868,0,6.9,60.077,0,1.849,8.716,2024-04-21 04:40:00
"4/21/2024 4:45:00 AM",38.087,0,6.777,60.111,0,1.984,10.876,2024-04-21 04:45:00
"4/21/2024 4:50:00 AM",37.69,0,5.112,60.046,0,1.65,8.696,2024-04-21 04:50:00
"4/21/2024 4:55:00 AM",38.867,0,6.289,60.147,0,1.447,6.246,2024-04-21 04:55:00
"4/21/2024 5:00:00 AM",38.622,0,7.122,60.211,0,1.32,4.787,2024-04-21 05:00:00
"4/21/2024 5:05:00 AM",38.515,0,6.582,60.266,0,1.583,9.359,2024-04-21 05:05:00
"4/21/2024 5:10:00 AM",38.394,0,6.111,60.126,0,2,14.107,2024-04-21 05:10:00
"4/21/2024 5:15:00 AM",37.915,0,5.782,60.122,0,1.723,8.816,2024-04-21 05:15:00
"4/21/2024 5:20:00 AM",36.216,0,0.611,59.692,0,1.23,5.643,2024-04-21 05:20:00
"4/21/2024 5:25:00 AM",37.279,0,3.762,59.731,0,1.271,4.09,2024-04-21 05:25:00
"4/21/2024 5:30:00 AM",37.921,0,6.22,59.769,0,1.282,6.988,2024-04-21 05:30:00
"4/21/2024 5:35:00 AM",37.614,0,6.265,59.751,0,1.03,2.899,2024-04-21 05:35:00
"4/21/2024 5:40:00 AM",34.031,0,0,59.5,0,1.027,3.036,2024-04-21 05:40:00
"4/21/2024 5:45:00 AM",21.621,0,0,56.895,0,0.625,2.633,2024-04-21 05:45:00
"4/21/2024 5:50:00 AM",37.083,0,5.805,58.19,0,1.851,19.52,2024-04-21 05:50:00
"4/21/2024 5:55:00 AM",27.173,0,0,57.295,0,0.644,2.652,2024-04-21 05:55:00
"4/21/2024 6:00:00 AM",25.276,0,0,56.6,0,0.486,1.953,2024-04-21 06:00:00
"4/21/2024 6:05:00 AM",32.652,0,0,56.653,0,1.166,11.308,2024-04-21 06:05:00
"4/21/2024 6:10:00 AM",36.082,0,0,57.408,0,1.462,17.779,2024-04-21 06:10:00
"4/21/2024 6:15:00 AM",37.311,0,0,57.634,0,0.825,5.773,2024-04-21 06:15:00
"4/21/2024 6:20:00 AM",30.82,0,0,56.707,0,0.653,5.535,2024-04-21 06:20:00
"4/21/2024 6:25:00 AM",34.971,0,0,57.082,0,0.675,3.817,2024-04-21 06:25:00
"4/21/2024 6:30:00 AM",29.424,0,0,56.1,0,0.759,5.685,2024-04-21 06:30:00
"4/21/2024 6:35:00 AM",29.942,0,0,55.492,0,0.593,3.196,2024-04-21 06:35:00
"4/21/2024 6:40:00 AM",36.501,0,3.286,56.49,0,0.818,4.665,2024-04-21 06:40:00
"4/21/2024 6:45:00 AM",35.53,0,0,56.6,0,0.724,7.77,2024-04-21 06:45:00
"4/21/2024 6:50:00 AM",36.645,0,0,56.474,0,0.783,6.549,2024-04-21 06:50:00
"4/21/2024 6:55:00 AM",38.882,0,2.94,56.816,0,0.795,7.247,2024-04-21 06:55:00
"4/21/2024 7:00:00 AM",38.568,0,5.091,56.896,0,1.309,13.907,2024-04-21 07:00:00
"4/21/2024 7:05:00 AM",34.907,0,0,55.874,0,1.409,17.658,2024-04-21 07:05:00
"4/21/2024 7:10:00 AM",36.731,0,1.402,56.447,0,5.956,87.269,2024-04-21 07:10:00
"4/21/2024 7:15:00 AM",35.539,0,0,55.869,0,0.965,8.874,2024-04-21 07:15:00
"4/21/2024 7:20:00 AM",39.197,0,1.026,56.14,0,0.648,3.045,2024-04-21 07:20:00
"4/21/2024 7:25:00 AM",39.694,0,3.898,56.442,0,1.172,13.686,2024-04-21 07:25:00
"4/21/2024 7:30:00 AM",38.963,0,1.548,56.17,0,1.9,22.584,2024-04-21 07:30:00
"4/21/2024 7:35:00 AM",38.79,0,2.14,56.145,0,1.581,15.838,2024-04-21 07:35:00
"4/21/2024 7:40:00 AM",38.254,0,1.225,56.096,0,1.039,7.926,2024-04-21 07:40:00
"4/21/2024 7:45:00 AM",36.553,0,0,55.531,0,0.975,8.932,2024-04-21 07:45:00
"4/21/2024 7:50:00 AM",37.684,0,0,55.456,0,3.724,50.428,2024-04-21 07:50:00
"4/21/2024 7:55:00 AM",38.515,0,0,55.324,0,2.942,34.713,2024-04-21 07:55:00
"4/21/2024 8:00:00 AM",38.977,0,0,55.168,0,2.076,21.066,2024-04-21 08:00:00
"4/21/2024 8:05:00 AM",37.74,0,0,54.905,0,1.297,10.871,2024-04-21 08:05:00
"4/21/2024 8:10:00 AM",36.861,0,0,54.752,0,1.647,15.645,2024-04-21 08:10:00
"4/21/2024 8:15:00 AM",33.878,0,0,54.051,0.276,0.792,6.038,2024-04-21 08:15:00
"4/21/2024 8:20:00 AM",35.68,0,0,53.937,0.027,0.964,7.222,2024-04-21 08:20:00
"4/21/2024 8:25:00 AM",33.761,0,0,53.797,0,0.998,7.465,2024-04-21 08:25:00
"4/21/2024 8:30:00 AM",34.293,0,0,53.67,0,0.857,2.843,2024-04-21 08:30:00
"4/21/2024 8:35:00 AM",36.92,0,0,53.778,0,0.904,3.879,2024-04-21 08:35:00
"4/21/2024 8:40:00 AM",36.661,0,0,53.577,0,2.32,21.53,2024-04-21 08:40:00
"4/21/2024 8:45:00 AM",36.495,0,0,53.157,0,1.831,24.155,2024-04-21 08:45:00
"4/21/2024 8:50:00 AM",34.945,0,0,52.747,0,1.077,9.243,2024-04-21 08:50:00
"4/21/2024 8:55:00 AM",35.228,0,3.096,52.473,0,1.161,6.78,2024-04-21 08:55:00
"4/21/2024 9:00:00 AM",36.179,0,0,52.305,0,1.741,19.597,2024-04-21 09:00:00
"4/21/2024 9:05:00 AM",32.576,0,0,51.78,0,1.845,21.929,2024-04-21 09:05:00
"4/21/2024 9:10:00 AM",32.605,0,0,51.531,0,1.981,19.115,2024-04-21 09:10:00
"4/21/2024 9:15:00 AM",32.698,0,0,51.369,0,1.176,7.169,2024-04-21 09:15:00
"4/21/2024 9:20:00 AM",35.526,0,0,51.425,0,1.559,16.775,2024-04-21 09:20:00
"4/21/2024 9:25:00 AM",38.48,0,0,51.416,0,1.443,16.406,2024-04-21 09:25:00
"4/21/2024 9:30:00 AM",37.614,0,0,50.541,0.021,2.03,19.791,2024-04-21 09:30:00
"4/21/2024 9:35:00 AM",32.915,0,0,49.502,0,2.229,32.926,2024-04-21 09:35:00
"4/21/2024 9:40:00 AM",32.794,0,0,49.057,0,2.081,21.028,2024-04-21 09:40:00
"4/21/2024 9:50:00 AM",23.72,0,0,47.015,0,3.111,39.077,2024-04-21 09:50:00
"4/21/2024 9:55:00 AM",25.007,0,0,47.136,0,1.884,21.125,2024-04-21 09:55:00
"4/21/2024 10:00:00 AM",26.277,0,0,47.049,0,1.672,13.895,2024-04-21 10:00:00
"4/21/2024 10:05:00 AM",28.805,0,0,46.519,0,2.358,27.078,2024-04-21 10:05:00
"4/21/2024 10:10:00 AM",29.16,0,0,45.872,0,1.944,22.786,2024-04-21 10:10:00
"4/21/2024 10:15:00 AM",25.802,0,0,45.395,0,1.627,12.611,2024-04-21 10:15:00
"4/21/2024 10:20:00 AM",22.606,0,0,44.77,0,1.571,14.13,2024-04-21 10:20:00
"4/21/2024 10:25:00 AM",23.122,0,0,44.524,0,1.633,17.926,2024-04-21 10:25:00
"4/21/2024 10:30:00 AM",0,0,0.76,44.327,0,1.892,14.401,2024-04-21 10:30:00
"4/21/2024 10:35:00 AM",40.944,0,0,43.707,0,1.534,12.222,2024-04-21 10:35:00
"4/21/2024 10:40:00 AM",31.381,0,0,42.986,0,1.511,13.38,2024-04-21 10:40:00
"4/21/2024 10:45:00 AM",29.256,0,0,42.699,0,1.35,10.428,2024-04-21 10:45:00
"4/21/2024 10:50:00 AM",26.712,0,0,42.34,0,1.629,13.439,2024-04-21 10:50:00
"4/21/2024 10:55:00 AM",26.995,0,0,42.027,0,1.784,15.977,2024-04-21 10:55:00
"4/21/2024 11:00:00 AM",26.288,0,0,41.704,0,2.178,21.543,2024-04-21 11:00:00
"4/21/2024 11:05:00 AM",26.852,0,0,41.435,0,1.612,10.74,2024-04-21 11:05:00
"4/21/2024 11:10:00 AM",28.153,0,0,41.23,0,1.657,15.057,2024-04-21 11:10:00
"4/21/2024 11:15:00 AM",25.824,0,0,40.845,0,2.182,23.572,2024-04-21 11:15:00
"4/21/2024 11:20:00 AM",26.575,0,0,40.425,0,1.815,19.019,2024-04-21 11:20:00
"4/21/2024 11:25:00 AM",25.587,0,0,40.181,0,1.897,19.636,2024-04-21 11:25:00
"4/21/2024 11:30:00 AM",32.045,0,0,39.935,0,1.618,14.87,2024-04-21 11:30:00
"4/21/2024 11:35:00 AM",27.765,0,0,39.866,0,1.715,16.011,2024-04-21 11:35:00
"4/21/2024 11:40:00 AM",32.232,0,0,40.009,0,1.661,14.404,2024-04-21 11:40:00
"4/21/2024 11:45:00 AM",27.142,0,0,39.645,0,1.722,18.166,2024-04-21 11:45:00
"4/21/2024 11:50:00 AM",24.635,0,0,39.297,0,1.507,16.176,2024-04-21 11:50:00
"4/21/2024 11:55:00 AM",28.6,0,0,39.59,0,1.797,19.959,2024-04-21 11:55:00
"4/21/2024 12:00:00 PM",28.909,0,0,39.485,0,1.65,24.826,2024-04-21 12:00:00
"4/21/2024 12:05:00 PM",30.107,0,0,39.401,0,1.779,20.161,2024-04-21 12:05:00
"4/21/2024 12:10:00 PM",31.487,0,0,39.479,0,1.489,14.669,2024-04-21 12:10:00
"4/21/2024 12:15:00 PM",36.162,0,0,40.003,0,2.033,25.084,2024-04-21 12:15:00
"4/21/2024 12:20:00 PM",37.592,0,0,39.998,0,1.829,19.862,2024-04-21 12:20:00
"4/21/2024 12:25:00 PM",37.231,0,0,40.294,0,1.56,10.646,2024-04-21 12:25:00
"4/21/2024 12:30:00 PM",35.773,0,0,40.218,0,1.824,18.564,2024-04-21 12:30:00
"4/21/2024 12:35:00 PM",36.867,0,0,40.262,0,1.824,17.42,2024-04-21 12:35:00
"4/21/2024 12:40:00 PM",40.725,0,0,40.429,0,1.767,17.716,2024-04-21 12:40:00
"4/21/2024 12:45:00 PM",38.531,0,0,40.649,0,2.31,21.353,2024-04-21 12:45:00
"4/21/2024 12:50:00 PM",39.027,0,0,40.533,0,2.082,25.969,2024-04-21 12:50:00
"4/21/2024 12:55:00 PM",37.155,0,0,40.565,0,1.92,20.191,2024-04-21 12:55:00
"4/21/2024 1:00:00 PM",80.2,0,84.111,40.274,0,1.663,14.498,2024-04-21 13:00:00
"4/21/2024 1:05:00 PM",42.21,0,0,40.1,0,1.931,28.276,2024-04-21 13:05:00
"4/21/2024 1:10:00 PM",38.111,0,0,39.961,0,1.601,13.517,2024-04-21 13:10:00
"4/21/2024 1:15:00 PM",36.819,0,0,39.786,0,2.132,53.517,2024-04-21 13:15:00
"4/21/2024 1:20:00 PM",33.917,0,0,39.544,0,1.308,8.476,2024-04-21 13:20:00
"4/21/2024 1:25:00 PM",40.393,0,0,39.882,0,1.68,12.384,2024-04-21 13:25:00
"4/21/2024 1:30:00 PM",45.794,0,4.32,39.816,0,1.468,8.925,2024-04-21 13:30:00
"4/21/2024 1:35:00 PM",40.692,0,0,40.039,0,2.058,29.467,2024-04-21 13:35:00
"4/21/2024 1:40:00 PM",41.979,0,0,40.139,0,1.767,21.513,2024-04-21 13:40:00
"4/21/2024 1:45:00 PM",40.348,0,0,40.078,0,1.368,13.561,2024-04-21 13:45:00
"4/21/2024 1:50:00 PM",28.774,0,0,38.85,0,1.614,14.271,2024-04-21 13:50:00
"4/21/2024 1:55:00 PM",33.708,0,0,38.429,0,1.258,12.314,2024-04-21 13:55:00
"4/21/2024 2:00:00 PM",37.32,0,0,38.612,0,1.392,9.336,2024-04-21 14:00:00
"4/21/2024 2:05:00 PM",40.164,0,0,38.183,0.007,1.794,16.38,2024-04-21 14:05:00
"4/21/2024 2:10:00 PM",42.099,0,0,38.044,0.01,1.726,19.674,2024-04-21 14:10:00
"4/21/2024 2:15:00 PM",44.976,0,1.29,38.285,0,1.378,10.673,2024-04-21 14:15:00
"4/21/2024 2:20:00 PM",48.134,0,8.245,38.582,0,1.67,10.841,2024-04-21 14:20:00
"4/21/2024 2:25:00 PM",43.068,0,1.056,38.628,0,1.691,16.114,2024-04-21 14:25:00
"4/21/2024 2:30:00 PM",48.435,0,11.076,38.925,0,1.754,14.794,2024-04-21 14:30:00
"4/21/2024 2:35:00 PM",47.831,0,9.257,38.933,0,2.357,21.936,2024-04-21 14:35:00
"4/21/2024 2:40:00 PM",51.047,0,12.495,38.7,0,1.907,11.597,2024-04-21 14:40:00
"4/21/2024 2:45:00 PM",57.008,0,26.184,39.332,0,2.031,15.146,2024-04-21 14:45:00
"4/21/2024 2:50:00 PM",62.255,0,43.749,39.385,0.066,3.074,30.859,2024-04-21 14:50:00
"4/21/2024 2:55:00 PM",62.59,0,51.272,39.439,0.085,2.969,26.129,2024-04-21 14:55:00
"4/21/2024 3:00:00 PM",63.114,0,47.371,39.86,0.122,3.693,40.66,2024-04-21 15:00:00
"4/21/2024 3:05:00 PM",59.174,0,35.494,39.704,0.048,1.993,16.964,2024-04-21 15:05:00
"4/21/2024 3:10:00 PM",49.344,0,21.259,39.607,0,1.604,15.478,2024-04-21 15:10:00
"4/21/2024 3:15:00 PM",48.516,0,10.981,39.411,0,1.658,11.89,2024-04-21 15:15:00
"4/21/2024 3:20:00 PM",50.359,0,17.345,39.749,0,1.943,17.303,2024-04-21 15:20:00
"4/21/2024 3:25:00 PM",45.409,0,18.881,39.589,0.02,1.923,18.115,2024-04-21 15:25:00
"4/21/2024 3:30:00 PM",50.735,0,19.353,39.691,0.01,2.243,22.349,2024-04-21 15:30:00
"4/21/2024 3:35:00 PM",35.411,0,0,38.9,0,1.572,14.635,2024-04-21 15:35:00
"4/21/2024 3:40:00 PM",38.995,0,0,38.082,0.002,1.595,12.695,2024-04-21 15:40:00
"4/21/2024 3:45:00 PM",54.247,0,28.105,38.35,0,1.264,8.721,2024-04-21 15:45:00
"4/21/2024 3:50:00 PM",49.362,0,9.934,38.551,0.033,2.342,31.658,2024-04-21 15:50:00
"4/21/2024 3:55:00 PM",42.111,0,0,38.388,0,1.313,12.808,2024-04-21 15:55:00
"4/21/2024 4:00:00 PM",38.483,0,0,38.222,0.055,3.044,38.546,2024-04-21 16:00:00
"4/21/2024 4:05:00 PM",40.001,0,5.181,38.578,0.017,2.736,42.881,2024-04-21 16:05:00
"4/21/2024 4:10:00 PM",35.298,0,0,38.306,0,3.801,96.9,2024-04-21 16:10:00
"4/21/2024 4:15:00 PM",41.26,0,7.655,38.253,0,1.348,8.861,2024-04-21 16:15:00
"4/21/2024 4:20:00 PM",30.438,0,0,37.704,0,1.283,10.496,2024-04-21 16:20:00
"4/21/2024 4:25:00 PM",34.454,0,0,37.625,0,1.486,14.098,2024-04-21 16:25:00
"4/21/2024 4:30:00 PM",35.201,0,0,37.338,0,1.294,8.746,2024-04-21 16:30:00
"4/21/2024 4:35:00 PM",31.513,0,0,37.109,0,1.175,8.619,2024-04-21 16:35:00
"4/21/2024 4:40:00 PM",36.714,0,0,37.376,0.009,1.929,22.863,2024-04-21 16:40:00
"4/21/2024 4:45:00 PM",37.396,0,0,37.424,0,1.656,12.336,2024-04-21 16:45:00
"4/21/2024 4:50:00 PM",61.798,0,37.612,37.729,0.009,2.003,21.397,2024-04-21 16:50:00
"4/21/2024 4:55:00 PM",49.776,0,20.597,37.245,0,1.368,11.625,2024-04-21 16:55:00
"4/21/2024 5:00:00 PM",45.833,0,7.744,38.077,0,2.138,21.048,2024-04-21 17:00:00
"4/21/2024 5:05:00 PM",48.059,0,15.614,38.73,0.017,1.636,13.377,2024-04-21 17:05:00
"4/21/2024 5:10:00 PM",45.499,0,13.342,38.962,0.053,1.665,19.533,2024-04-21 17:10:00
"4/21/2024 5:15:00 PM",46.324,0,17.427,39.299,0.116,2.019,20.741,2024-04-21 17:15:00
"4/21/2024 5:20:00 PM",62.703,0,42.307,39.068,0.049,1.59,10.74,2024-04-21 17:20:00
"4/21/2024 5:25:00 PM",54.062,0,21.458,39.036,0.065,1.613,13.807,2024-04-21 17:25:00
"4/21/2024 5:30:00 PM",68.751,0,61.993,40.046,0.281,11.282,305.92,2024-04-21 17:30:00
"4/21/2024 5:35:00 PM",71.798,0,66.671,41.137,0.363,5.893,110.692,2024-04-21 17:35:00
"4/21/2024 5:40:00 PM",75.625,0,72.734,41.534,0.376,2.985,28.523,2024-04-21 17:40:00
"4/21/2024 5:45:00 PM",77.327,0,81.055,43.015,0.287,3.354,36.665,2024-04-21 17:45:00
"4/21/2024 5:50:00 PM",73.221,0,90.372,44.744,0.305,5.715,78.401,2024-04-21 17:50:00
"4/21/2024 5:55:00 PM",91.45,0,127.849,46.14,0.48,13.629,190.925,2024-04-21 17:55:00
"4/21/2024 6:00:00 PM",93.574,0,129.211,47.6,0.443,6.65,91.575,2024-04-21 18:00:00
"4/21/2024 6:05:00 PM",87.69,0,118.344,49.019,0.371,7.967,96.662,2024-04-21 18:05:00
"4/21/2024 6:10:00 PM",83.497,0,117.177,50.346,0.354,8.772,130.134,2024-04-21 18:10:00
"4/21/2024 6:15:00 PM",77.595,0,109.81,51.497,0.363,9.559,127.899,2024-04-21 18:15:00
"4/21/2024 6:20:00 PM",78.646,0,119.708,52.64,0.459,12.011,192.191,2024-04-21 18:20:00
"4/21/2024 6:25:00 PM",78.907,0,112.673,53.506,0.398,6.615,108.678,2024-04-21 18:25:00
"4/21/2024 6:30:00 PM",76.744,0,107.92,54.345,0.328,7.254,117.776,2024-04-21 18:30:00
"4/21/2024 6:35:00 PM",74.244,0,103.994,54.997,0.514,15.5,188.552,2024-04-21 18:35:00
"4/21/2024 6:40:00 PM",71.872,0,99.61,55.694,0.377,8.916,132.468,2024-04-21 18:40:00
"4/21/2024 6:45:00 PM",69.801,0,93.949,56.328,0.292,8.104,125.912,2024-04-21 18:45:00
"4/21/2024 6:50:00 PM",69.987,0,93.172,56.877,0.319,9.378,176.395,2024-04-21 18:50:00
"4/21/2024 6:55:00 PM",69.335,0,96.137,57.448,0.455,9.733,177.282,2024-04-21 18:55:00
"4/21/2024 7:00:00 PM",67.208,0,90.154,57.883,0.659,19.475,313.443,2024-04-21 19:00:00
"4/21/2024 7:05:00 PM",64.746,0,114.171,58.246,0.717,9.892,192.773,2024-04-21 19:05:00
"4/21/2024 7:10:00 PM",63.26,0,88.509,58.615,0.372,6.68,89.437,2024-04-21 19:10:00
"4/21/2024 7:15:00 PM",62.206,0,82.875,59.04,0.384,13.302,215.039,2024-04-21 19:15:00
"4/21/2024 7:20:00 PM",60.893,0,89.519,59.403,0.561,9.173,141.905,2024-04-21 19:20:00
"4/21/2024 7:25:00 PM",58.486,0,78.877,59.541,0.408,10.831,165.087,2024-04-21 19:25:00
"4/21/2024 7:30:00 PM",55.947,0,67.505,59.559,0.262,9.219,129.577,2024-04-21 19:30:00
"4/21/2024 7:35:00 PM",54.74,0,65.307,59.653,0.278,7.568,88.058,2024-04-21 19:35:00
"4/21/2024 7:40:00 PM",52.872,0,61.798,59.806,0.293,9.228,121.408,2024-04-21 19:40:00
"4/21/2024 7:45:00 PM",52.735,0,61.468,60.099,0.322,8.672,134.257,2024-04-21 19:45:00
"4/21/2024 7:50:00 PM",52.486,0,58.331,60.217,0.23,7.94,87.021,2024-04-21 19:50:00
"4/21/2024 7:55:00 PM",53.181,0,61.139,60.455,0.24,11.038,175.672,2024-04-21 19:55:00
"4/21/2024 8:00:00 PM",51.656,0,76.847,60.605,0.427,10.827,158.667,2024-04-21 20:00:00
"4/21/2024 8:05:00 PM",51.427,0,56.324,60.603,0.259,12.911,194.331,2024-04-21 20:05:00
"4/21/2024 8:10:00 PM",50.469,0,52.595,60.721,0.197,6.016,67.167,2024-04-21 20:10:00
"4/21/2024 8:15:00 PM",48.681,0,55.428,60.883,0.268,9.455,141.42,2024-04-21 20:15:00
"4/21/2024 8:20:00 PM",48.355,0,50.59,60.923,0.244,6.622,76.278,2024-04-21 20:20:00
"4/21/2024 8:25:00 PM",47.171,0,45.517,61.012,0.158,5.629,56.177,2024-04-21 20:25:00
"4/21/2024 8:30:00 PM",47.738,0,44.44,61.116,0.207,6.925,81.569,2024-04-21 20:30:00
"4/21/2024 8:35:00 PM",46.987,0,49.927,61.229,0.227,6.214,72.201,2024-04-21 20:35:00
"4/21/2024 8:40:00 PM",46.203,0,45.584,61.245,0.159,7.32,73.38,2024-04-21 20:40:00
"4/21/2024 8:45:00 PM",44.471,0,44.968,61.226,0.218,6.255,46.9,2024-04-21 20:45:00
"4/21/2024 8:50:00 PM",44.876,0,79.847,61.385,0.408,7.432,53.104,2024-04-21 20:50:00
"4/21/2024 8:55:00 PM",46.511,0,55.15,61.559,0.277,10.682,96.754,2024-04-21 20:55:00
"4/21/2024 9:00:00 PM",46.54,0,43.585,61.754,0.163,5.226,47.782,2024-04-21 21:00:00
"4/21/2024 9:05:00 PM",46.314,0,44.628,61.787,0.19,5.501,57.478,2024-04-21 21:05:00
"4/21/2024 9:10:00 PM",44.547,0,42.585,61.706,0.153,5.523,66.239,2024-04-21 21:10:00
"4/21/2024 9:15:00 PM",44.257,0,43.464,61.574,0.245,6.443,65.465,2024-04-21 21:15:00
"4/21/2024 9:20:00 PM",44.438,0,41.506,61.605,0.234,7.412,94.515,2024-04-21 21:20:00
"4/21/2024 9:25:00 PM",44.404,0,38.854,61.685,0.123,9.764,135.074,2024-04-21 21:25:00
"4/21/2024 9:30:00 PM",45.311,0,45.932,61.757,0.381,7.823,102.75,2024-04-21 21:30:00
"4/21/2024 9:35:00 PM",44.9,0,48.861,61.71,0.247,5.112,73.646,2024-04-21 21:35:00
"4/21/2024 9:40:00 PM",43.662,0,40.032,61.623,0.152,6.032,87.769,2024-04-21 21:40:00
"4/21/2024 9:45:00 PM",43.196,0,48.083,61.615,0.364,8.095,114.554,2024-04-21 21:45:00
"4/21/2024 9:50:00 PM",42.658,0,37.519,61.514,0.139,10.727,149.787,2024-04-21 21:50:00
"4/21/2024 9:55:00 PM",42.864,0,36.154,61.56,0.096,8.252,100.325,2024-04-21 21:55:00
"4/21/2024 10:00:00 PM",41.224,0,37.168,61.405,0.228,6.672,87.029,2024-04-21 22:00:00
"4/21/2024 10:05:00 PM",41.11,0,36.948,61.272,0.264,8.25,96.315,2024-04-21 22:05:00
"4/21/2024 10:10:00 PM",43.503,0,32.884,61.461,0.132,4.675,39.22,2024-04-21 22:10:00
"4/21/2024 10:15:00 PM",42.538,0,38.468,61.525,0.142,4.126,32.548,2024-04-21 22:15:00
"4/21/2024 10:20:00 PM",42.661,0,36.134,61.433,0.167,6.902,81.482,2024-04-21 22:20:00
"4/21/2024 10:25:00 PM",43.093,0,31.076,61.496,0.061,4.5,36.472,2024-04-21 22:25:00
"4/21/2024 10:30:00 PM",42.528,0,29.423,61.43,0.058,4.34,38.638,2024-04-21 22:30:00
"4/21/2024 10:35:00 PM",40.882,0,29.855,61.194,0.094,4.478,39.826,2024-04-21 22:35:00
"4/21/2024 10:40:00 PM",42.072,0,28.987,61.221,0.068,4.278,41.57,2024-04-21 22:40:00
"4/21/2024 10:45:00 PM",41.82,0,29.789,61.242,0.056,6.13,70.736,2024-04-21 22:45:00
"4/21/2024 10:50:00 PM",42.571,0,28.533,61.289,0.057,5.076,62.624,2024-04-21 22:50:00
"4/21/2024 10:55:00 PM",41.983,0,26.69,61.157,0.061,6.756,92.339,2024-04-21 22:55:00
"4/21/2024 11:00:00 PM",39.887,0,22.297,60.906,0.036,3.846,27.275,2024-04-21 23:00:00
"4/21/2024 11:10:00 PM",40.235,0,30.621,60.912,0.15,4.657,51.101,2024-04-21 23:10:00
"4/21/2024 11:15:00 PM",39.702,0,27.356,60.868,0.115,6.822,74.854,2024-04-21 23:15:00
"4/21/2024 11:20:00 PM",39.964,0,24.763,60.803,0.085,3.343,19.707,2024-04-21 23:20:00
"4/21/2024 11:25:00 PM",40.021,0,25.188,60.768,0.088,3.179,17.481,2024-04-21 23:25:00
"4/21/2024 11:30:00 PM",40.022,0,25.942,60.709,0.144,6.249,73.562,2024-04-21 23:30:00
"4/21/2024 11:35:00 PM",39.275,0,26.663,60.657,0.216,7.056,73.334,2024-04-21 23:35:00
"4/21/2024 11:40:00 PM",40.7,0,29.881,60.702,0.237,4.345,39.89,2024-04-21 23:40:00
"4/21/2024 11:45:00 PM",41.101,0,27.517,60.807,0.169,3.115,13.196,2024-04-21 23:45:00
"4/21/2024 11:50:00 PM",41.681,0,28.084,60.906,0.162,3.823,25.744,2024-04-21 23:50:00
"4/21/2024 11:55:00 PM",41.458,0,27.402,60.865,0.146,7.304,91.921,2024-04-21 23:55:00
"4/22/2024 12:00:00 AM",41.2,0,29.398,60.717,0.169,3.453,19.538,2024-04-22
"4/22/2024 12:05:00 AM",40.025,0,28.028,60.62,0.205,3.563,12.191,2024-04-22 00:05:00
"4/22/2024 12:10:00 AM",39.513,0,27.362,60.359,0.259,4.449,32.295,2024-04-22 00:10:00
"4/22/2024 12:15:00 AM",39.964,0,25.546,60.517,0.143,3.776,31.943,2024-04-22 00:15:00
"4/22/2024 12:20:00 AM",41.42,0,26.479,60.597,0.06,3.912,31.942,2024-04-22 00:20:00
"4/22/2024 12:25:00 AM",42.883,0,27.624,60.798,0.066,4.901,54.806,2024-04-22 00:25:00
"4/22/2024 12:30:00 AM",42.627,0,28.63,60.799,0.064,7.31,101.781,2024-04-22 00:30:00
"4/22/2024 12:35:00 AM",42.161,0,27.266,60.673,0.078,3.846,31.612,2024-04-22 00:35:00
"4/22/2024 12:40:00 AM",41.78,0,24.239,60.647,0.06,3.013,19.462,2024-04-22 00:40:00
"4/22/2024 12:45:00 AM",40.283,0,23.782,60.422,0.073,3.828,29.433,2024-04-22 00:45:00
"4/22/2024 12:50:00 AM",40.404,0,27.509,60.331,0.135,6.298,66.577,2024-04-22 00:50:00
"4/22/2024 12:55:00 AM",40.321,0,26.673,60.345,0.119,7.026,67.529,2024-04-22 00:55:00
"4/22/2024 1:00:00 AM",40.541,0,26.372,60.36,0.099,5.036,41.558,2024-04-22 01:00:00
"4/22/2024 1:05:00 AM",40.933,0,24.548,60.406,0.072,3.396,11.359,2024-04-22 01:05:00
"4/22/2024 1:10:00 AM",39.219,0,23.53,60.203,0.104,3.522,11.423,2024-04-22 01:10:00
"4/22/2024 1:15:00 AM",40.444,0,27.525,60.132,0.141,3.642,14.48,2024-04-22 01:15:00
"4/22/2024 1:20:00 AM",39.591,0,25.608,60.148,0.142,3.575,12.517,2024-04-22 01:20:00
"4/22/2024 1:25:00 AM",40.102,0,26.317,60.107,0.165,9.085,90.981,2024-04-22 01:25:00
"4/22/2024 1:30:00 AM",40.495,0,27.031,60.154,0.146,6.551,68.255,2024-04-22 01:30:00
"4/22/2024 1:35:00 AM",41.548,0,27.734,60.279,0.086,3.389,12.716,2024-04-22 01:35:00
"4/22/2024 1:40:00 AM",41.412,0,26.418,60.246,0.09,3.252,8.836,2024-04-22 01:40:00
"4/22/2024 1:45:00 AM",40.303,0,24.899,60.096,0.103,3.375,13.812,2024-04-22 01:45:00
"4/22/2024 1:50:00 AM",40.01,0,26.186,60.005,0.14,3.692,16.503,2024-04-22 01:50:00
"4/22/2024 1:55:00 AM",40.945,0,26.438,60.008,0.128,3.568,12.063,2024-04-22 01:55:00
"4/22/2024 2:00:00 AM",42.02,0,27.663,60.173,0.103,3.579,19.579,2024-04-22 02:00:00
